,Predator,Prey
1150,Squirrelfish,Cleaner crustacea I
1151,Squirrelfish,Omnivorous crustacea IX
1152,Squirrelfish,Omnivorous crustacea XI
1153,Squirrelfish,Herbivorous crustacea I
1154,Squirrelfish,Herbivorous crustacea II
1155,Squirrelfish,Herbivorous crustacea III
1156,Squirrelfish,Omnivorous crustacea II
1157,Squirrelfish,Omnivorous crustacea III
1158,Squirrelfish,Carnivorous crustacea I
1159,Squirrelfish,Carnivorous crustacea II
1160,Squirrelfish,Omnivorous crustacea IV
1161,Squirrelfish,Herbivorous crustacea IV
1162,Squirrelfish,Herbivorous crustacea V
1163,Squirrelfish,Herbivorous crustacea VI
1164,Squirrelfish,Omnivorous crustacea V
1165,Squirrelfish,Carnivorous crustacea III
1166,Squirrelfish,Omnivorous crustacea VI
1167,Squirrelfish,Amphiroa crustacea I
1168,Squirrelfish,Amphiroa crustacea II
1169,Squirrelfish,Omnivorous crustacea VII
1170,Squirrelfish,Omnivorous crustacea VIII
1171,Squirrelfish,Omnivorous crustacea IX
1172,Squirrelfish,Omnivorous crustacea X
1173,Squirrelfish,Omnivorous crustacea XI
1174,Squirrelfish,Carnivorous crustacea IV
1175,Grunt,Herbivorous micro-zooplankton
1176,Grunt,Omnivorous micro-zooplankton
1177,Grunt,Carnivorous micro-zooplankton
1178,Grunt,Carnivorous micro-zooplankton
1179,Grunt,Macroplanktonic carnivores I
1180,Grunt,Large omnivorous micro-zooplankton
1181,Grunt,Large omnivorous micro-zooplankton
1182,Grunt,Large carnivorous micro-zooplankton
1183,Grunt,Shallow infaunal deposit feeders I
1184,Grunt,Deep infaunal soft substrate suspension feeders
1185,Grunt,Shallow infaunal suspension feeders with chemosymbionts
1186,Grunt,Shallow infaunal soft substrate suspension feeder
1187,Grunt,Epifaunal attached hard substrate suspension feeder
1188,Grunt,Epifaunal attached soft substrate suspension feeder
1189,Grunt,Epifaunal free hard substrate suspension feeder
1190,Grunt,Infaunal hard substrate suspension feeders
1191,Grunt,Epifaunal free soft substrate suspension feeder
1192,Grunt,Epifaunal bivalve carnivores II
1193,Grunt,Detritivorous gastropods I
1194,Grunt,Epiphyte grazer I
1195,Grunt,Echinoid carnivores I
1196,Grunt,Herbivorous gastropods IV
1197,Grunt,Deposit feeders II
1198,Grunt,Stomatopods I
1199,Grunt,Cleaner crustacea I
1200,Grunt,Herbivorous crustacea I
1201,Grunt,Herbivorous crustacea II
1202,Grunt,Herbivorous crustacea III
1203,Grunt,Omnivorous crustacea II
1204,Grunt,Omnivorous crustacea III
1205,Grunt,Carnivorous crustacea I
1206,Grunt,Carnivorous crustacea II
1207,Grunt,Omnivorous crustacea IV
1208,Grunt,Herbivorous crustacea IV
1209,Grunt,Herbivorous crustacea V
1210,Grunt,Herbivorous crustacea VI
1211,Grunt,Omnivorous crustacea V
1212,Grunt,Carnivorous crustacea III
1213,Grunt,Omnivorous crustacea VI
1214,Grunt,Amphiroa crustacea I
1215,Grunt,Amphiroa crustacea II
1216,Grunt,Omnivorous crustacea VII
1217,Grunt,Omnivorous crustacea VIII
1218,Grunt,Omnivorous crustacea IX
1219,Grunt,Omnivorous crustacea X
1220,Grunt,Omnivorous crustacea XI
1221,Grunt,Carnivorous crustacea IV
1222,Grunt,Macroplanktonic herbivores I
1223,Sharptail eel,Stomatopods I
1224,Sharptail eel,Herbivorous crustacea I
1225,Sharptail eel,Herbivorous crustacea II
1226,Sharptail eel,Herbivorous crustacea III
1227,Sharptail eel,Omnivorous crustacea II
1228,Sharptail eel,Omnivorous crustacea III
1229,Sharptail eel,Carnivorous crustacea I
1230,Sharptail eel,Carnivorous crustacea II
1231,Sharptail eel,Omnivorous crustacea IV
1232,Sharptail eel,Herbivorous crustacea IV
1233,Sharptail eel,Herbivorous crustacea V
1234,Sharptail eel,Herbivorous crustacea VI
1235,Sharptail eel,Omnivorous crustacea V
1236,Sharptail eel,Carnivorous crustacea III
1237,Sharptail eel,Omnivorous crustacea VI
1238,Sharptail eel,Amphiroa crustacea I
1239,Sharptail eel,Amphiroa crustacea II
1240,Sharptail eel,Omnivorous crustacea VII
1241,Sharptail eel,Omnivorous crustacea VIII
1242,Sharptail eel,Omnivorous crustacea IX
1243,Sharptail eel,Omnivorous crustacea X
1244,Sharptail eel,Omnivorous crustacea XI
1245,Sharptail eel,Carnivorous crustacea IV
1246,Sharptail eel,Diadema
1247,Sharptail eel,Tripneustes
1248,Sharptail eel,Eucidaris
1249,Sharptail eel,Echinometra
1250,Sharptail eel,Lytechinus
1251,Squirrelfish,Cleaner crustacea I
1252,Squirrelfish,Omnivorous crustacea IX
1253,Squirrelfish,Omnivorous crustacea X
1254,Squirrelfish,Omnivorous crustacea I (=81)
1255,Squirrelfish,Molluscivorous crustacea III
1256,Squirrelfish,Herbivorous crustacea I
1257,Squirrelfish,Herbivorous crustacea II
1258,Squirrelfish,Herbivorous crustacea III
1259,Squirrelfish,Omnivorous crustacea II
1260,Squirrelfish,Omnivorous crustacea III
1261,Grunt,Epifaunal bivalve carnivores II
1262,Grunt,Detritivorous gastropods I
1263,Grunt,Epiphyte grazer I
1264,Grunt,Echinoid carnivores I
1265,Grunt,Herbivorous gastropods IV
1266,Grunt,Deposit feeders II
1267,Grunt,Cleaner crustacea I
1268,Grunt,Omnivorous crustacea IX
1269,Grunt,Omnivorous crustacea XI
1270,Grunt,Herbivorous crustacea I
1271,Grunt,Herbivorous crustacea II
1272,Grunt,Herbivorous crustacea III
1273,Grunt,Omnivorous crustacea I (=81)
1274,Grunt,Omnivorous crustacea II
1275,Grunt,Omnivorous crustacea III
1276,Grunt,Molluscivorous crustacea III
1277,Grunt,Carnivorous crustacea I
1278,Grunt,Carnivorous crustacea II
1279,Grunt,Omnivorous crustacea IV
1280,Grunt,Herbivorous crustacea IV
1281,Grunt,Herbivorous crustacea V
1282,Grunt,Herbivorous crustacea VI
1283,Grunt,Carnivorous ophiuroids
1284,Grunt,Diadema
1285,Grunt,Tripneustes
1286,Grunt,Eucidaris
1287,Grunt,Echinometra
1288,Grunt,Lytechinus
1289,Grunt,Deposit feeders I
1290,Grunt,Macroplanktonic herbivores I
1291,Wrasse,Epifaunal bivalve carnivores II
1292,Wrasse,Detritivorous gastropods I
1293,Wrasse,Epiphyte grazer I
1294,Wrasse,Echinoid carnivores I
1295,Wrasse,Herbivorous gastropods IV
1296,Wrasse,Shallow infaunal deposit feeders I
1297,Wrasse,Deep infaunal soft substrate suspension feeders
1298,Wrasse,Shallow infaunal suspension feeders with chemosymbionts
1299,Wrasse,Shallow infaunal soft substrate suspension feeder
1300,Wrasse,Epifaunal attached hard substrate suspension feeder
1301,Wrasse,Epifaunal attached soft substrate suspension feeder
1302,Wrasse,Epifaunal free hard substrate suspension feeder
1303,Wrasse,Infaunal hard substrate suspension feeders
1304,Wrasse,Epifaunal free soft substrate suspension feeder
1305,Wrasse,Deposit feeders II
1306,Wrasse,Herbivorous crustacea I
1307,Wrasse,Herbivorous crustacea II
1308,Wrasse,Herbivorous crustacea III
1309,Wrasse,Omnivorous crustacea II
1310,Wrasse,Omnivorous crustacea III
1311,Wrasse,Carnivorous ophiuroids
1312,Wrasse,Holothurian detritivores
1313,Wrasse,Diadema
1314,Wrasse,Tripneustes
1315,Wrasse,Eucidaris
1316,Wrasse,Echinometra
1317,Wrasse,Lytechinus
1318,Wrasse,Deposit feeders I
1319,Wrasse,Spongivorous nudibranchs
1320,Wrasse,Omnivorous gastropod
1321,Wrasse,Herbivorous gastropods I
1322,Wrasse,Herbivorous gastropods II
1323,Wrasse,Herbivorous gastropods III
1324,Wrasse,Corallivorous gastropods IV
1325,Wrasse,Epifaunal bivalve carnivores I
1326,Wrasse,Sponge-anemone carnivores I
1327,Wrasse,Epifaunal attached hard substrate suspension feeder
1328,Wrasse,Epifaunal free hard substrate suspension feeder
1329,Wrasse,Deposit feeders II
1330,Wrasse,Omnivorous crustacea VIII
1331,Wrasse,Omnivorous crustacea XI
1332,Wrasse,Coral macrocrustacean I
1333,Wrasse,Coral macrocrustacean II
1334,Wrasse,Coral macrocrustacean III
1335,Wrasse,Coral macrocrustacean IV
1336,Wrasse,Coral macrocrustacean V
1337,Wrasse,Coral macrocrustacean VI
1338,Wrasse,Herbivorous crustacea V
1339,Wrasse,Herbivorous crustacea VI
1340,Wrasse,Omnivorous crustacea V
1341,Wrasse,Carnivorous crustacea III
1342,Wrasse,Omnivorous crustacea VI
1343,Wrasse,Amphiroa crustacea I
1344,Wrasse,Omnivorous crustacea VII
1345,Wrasse,Carnivorous ophiuroids
1346,Wrasse,Diadema
1347,Wrasse,Tripneustes
1348,Wrasse,Eucidaris
1349,Nurse shark,Epifaunal attached hard substrate suspension feeder
1350,Nurse shark,Epifaunal free hard substrate suspension feeder
1351,Nurse shark,Spongivorous nudibranchs
1352,Nurse shark,Omnivorous gastropod
1353,Nurse shark,Herbivorous gastropods I
1354,Nurse shark,Herbivorous gastropods II
1355,Nurse shark,Herbivorous gastropods III
1356,Nurse shark,Corallivorous gastropods IV
1357,Nurse shark,Epifaunal bivalve carnivores I
1358,Nurse shark,Sponge-anemone carnivores I
1359,Nurse shark,Gorgonian carnivores I
1360,Nurse shark,Herbivorous gastropod carnivores I
1361,Nurse shark,Caribbean Reef Octopus
1362,Nurse shark,Slender Inshore Squid
1363,Nurse shark,Caribbean Reef Squid
1364,Nurse shark,Omnivorous crustacea VIII
1365,Nurse shark,Omnivorous crustacea XI
1366,Nurse shark,Molluscivorous crustacea II
1367,Nurse shark,Molluscivorous crustacea III
1368,Nurse shark,Coral macrocrustacean I
1369,Nurse shark,Coral macrocrustacean II
1370,Nurse shark,Coral macrocrustacean III
1371,Nurse shark,Coral macrocrustacean IV
1372,Nurse shark,Coral macrocrustacean V
1373,Nurse shark,Coral macrocrustacean VI
1374,Nurse shark,Herbivorous crustacea V
1375,Nurse shark,Herbivorous crustacea VI
1376,Nurse shark,Omnivorous crustacea V
1377,Nurse shark,Carnivorous crustacea III
1378,Nurse shark,Omnivorous crustacea VI
1379,Nurse shark,Amphiroa crustacea I
1380,Nurse shark,Omnivorous crustacea VII
1381,Nurse shark,Amphiroa crustacea II
1382,Nurse shark,Diadema
1383,Nurse shark,Tripneustes
1384,Nurse shark,Eucidaris
1385,Nurse shark,Echinometra
1386,Nurse shark,Flounder
1387,Caribbean Reef Octopus,Spongivorous nudibranchs
1388,Caribbean Reef Octopus,Omnivorous gastropod
1389,Caribbean Reef Octopus,Herbivorous gastropods I
1390,Caribbean Reef Octopus,Herbivorous gastropods II
1391,Caribbean Reef Octopus,Herbivorous gastropods III
1392,Caribbean Reef Octopus,Corallivorous gastropods IV
1393,Caribbean Reef Octopus,Epifaunal bivalve carnivores I
1394,Caribbean Reef Octopus,Sponge-anemone carnivores I
1395,Caribbean Reef Octopus,Epifaunal attached hard substrate suspension feeder
1396,Caribbean Reef Octopus,Epifaunal free hard substrate suspension feeder
1397,Caribbean Reef Octopus,Coral macrocrustacean I
1398,Caribbean Reef Octopus,Coral macrocrustacean II
1399,Caribbean Reef Octopus,Coral macrocrustacean III
1400,Caribbean Reef Octopus,Coral macrocrustacean IV
1401,Caribbean Reef Octopus,Coral macrocrustacean V
1402,Caribbean Reef Octopus,Coral macrocrustacean VI
1403,Caribbean Reef Octopus,Herbivorous crustacea V
1404,Caribbean Reef Octopus,Herbivorous crustacea VI
1405,Caribbean Reef Octopus,Omnivorous crustacea V
1406,Caribbean Reef Octopus,Carnivorous crustacea III
1407,Caribbean Reef Octopus,Omnivorous crustacea VI
1408,Caribbean Reef Octopus,Amphiroa crustacea I
1409,Caribbean Reef Octopus,Omnivorous crustacea VII
1410,Caribbean Reef Octopus,Molluscivorous crustacea II
1411,Caribbean Reef Octopus,Amphiroa crustacea II
1412,Slender Inshore Squid,Damselfish
1413,Slender Inshore Squid,Blenny
1414,Slender Inshore Squid,Blenny
1415,Slender Inshore Squid,Blenny
1416,Slender Inshore Squid,Pilotfish
1417,Slender Inshore Squid,Goby
1418,Slender Inshore Squid,Wrasse
1419,Slender Inshore Squid,Herring
1420,Slender Inshore Squid,Coral macrocrustacean I
1421,Slender Inshore Squid,Coral macrocrustacean II
1422,Slender Inshore Squid,Coral macrocrustacean III
1423,Slender Inshore Squid,Coral macrocrustacean IV
1424,Slender Inshore Squid,Coral macrocrustacean V
1425,Slender Inshore Squid,Coral macrocrustacean VI
1426,Slender Inshore Squid,Herbivorous crustacea V
1427,Slender Inshore Squid,Herbivorous crustacea VI
1428,Slender Inshore Squid,Omnivorous crustacea V
1429,Slender Inshore Squid,Carnivorous crustacea III
1430,Slender Inshore Squid,Omnivorous crustacea VI
1431,Slender Inshore Squid,Amphiroa crustacea I
1432,Slender Inshore Squid,Omnivorous crustacea VII
1433,Slender Inshore Squid,Omnivorous crustacea VIII
1434,Slender Inshore Squid,Omnivorous crustacea XI
1435,Caribbean Reef Squid,Damselfish
1436,Caribbean Reef Squid,Blenny
1437,Caribbean Reef Squid,Blenny
1438,Caribbean Reef Squid,Pilotfish
1439,Caribbean Reef Squid,Goby
1440,Caribbean Reef Squid,Wrasse
1441,Caribbean Reef Squid,Herring
1442,Caribbean Reef Squid,Slippery dick
1443,Caribbean Reef Squid,Wrasse
1444,Caribbean Reef Squid,Macroplanktonic herbivores I
1445,Common Octopus,Epifaunal bivalve carnivores II
1446,Common Octopus,Detritivorous gastropods I
1447,Common Octopus,Epiphyte grazer I
1448,Common Octopus,Echinoid carnivores I
1449,Common Octopus,Herbivorous gastropods IV
1450,Common Octopus,Shallow infaunal deposit feeders I
1451,Common Octopus,Epifaunal free soft substrate suspension feeder
1452,Common Octopus,Molluscivores II
1453,Hogfish,Spongivorous nudibranchs
1454,Hogfish,Omnivorous gastropod
1455,Hogfish,Herbivorous gastropods I
1456,Hogfish,Herbivorous gastropods II
1457,Hogfish,Herbivorous gastropods III
1458,Hogfish,Corallivorous gastropods IV
1459,Hogfish,Epifaunal bivalve carnivores I
1460,Hogfish,Sponge-anemone carnivores I
1461,Hogfish,Epifaunal attached hard substrate suspension feeder
1462,Hogfish,Epifaunal free hard substrate suspension feeder
1463,Hogfish,Gorgonian carnivores I
1464,Hogfish,Herbivorous gastropod carnivores I
1465,Hogfish,Stomatopods II
1466,Hogfish,Omnivorous crustacea VIII
1467,Hogfish,Omnivorous crustacea XI
1468,Hogfish,Coral macrocrustacean I
1469,Hogfish,Coral macrocrustacean II
1470,Hogfish,Coral macrocrustacean III
1471,Hogfish,Coral macrocrustacean IV
1472,Hogfish,Coral macrocrustacean V
1473,Hogfish,Coral macrocrustacean VI
1474,Hogfish,Herbivorous crustacea V
1475,Hogfish,Herbivorous crustacea VI
1476,Hogfish,Omnivorous crustacea V
1477,Hogfish,Carnivorous crustacea III
1478,Hogfish,Omnivorous crustacea VI
1479,Hogfish,Amphiroa crustacea I
1480,Hogfish,Omnivorous crustacea VII
1481,Hogfish,Amphiroa crustacea II
1482,Hogfish,Carnivorous ophiuroids
1483,Hogfish,Diadema
1484,Hogfish,Tripneustes
1485,Hogfish,Eucidaris
1486,Hogfish,Echinometra
1487,Stomatopods II,Damselfish
1488,Stomatopods II,Blenny
1489,Stomatopods II,Blenny
1490,Stomatopods II,Blenny
1491,Stomatopods II,Pilotfish
1492,Stomatopods II,Goby
1493,Stomatopods II,Wrasse
1494,Stomatopods II,Spongivorous nudibranchs
1495,Stomatopods II,Omnivorous gastropod
1496,Stomatopods II,Herbivorous gastropods I
1497,Stomatopods II,Herbivorous gastropods II
1498,Stomatopods II,Herbivorous gastropods III
1499,Stomatopods II,Corallivorous gastropods IV
1500,Stomatopods II,Epifaunal bivalve carnivores I
1501,Stomatopods II,Sponge-anemone carnivores I
1502,Stomatopods II,Omnivorous crustacea VIII
1503,Stomatopods II,Omnivorous crustacea XI
1504,Stomatopods II,Corallivorous polychaetes
1505,Porcupinefish II,Spongivorous nudibranchs
1506,Porcupinefish II,Omnivorous gastropod
1507,Porcupinefish II,Herbivorous gastropods I
1508,Porcupinefish II,Herbivorous gastropods II
1509,Porcupinefish II,Herbivorous gastropods III
1510,Porcupinefish II,Corallivorous gastropods IV
1511,Porcupinefish II,Epifaunal bivalve carnivores I
1512,Porcupinefish II,Sponge-anemone carnivores I
1513,Porcupinefish II,Epifaunal attached hard substrate suspension feeder
1514,Porcupinefish II,Epifaunal free hard substrate suspension feeder
1515,Porcupinefish II,Coral macrocrustacean I
1516,Porcupinefish II,Coral macrocrustacean II
1517,Porcupinefish II,Coral macrocrustacean III
1518,Porcupinefish II,Coral macrocrustacean IV
1519,Porcupinefish II,Coral macrocrustacean V
1520,Porcupinefish II,Coral macrocrustacean VI
1521,Porcupinefish II,Herbivorous crustacea V
1522,Porcupinefish II,Herbivorous crustacea VI
1523,Porcupinefish II,Omnivorous crustacea V
1524,Porcupinefish II,Carnivorous crustacea III
1525,Porcupinefish II,Omnivorous crustacea VI
1526,Porcupinefish II,Amphiroa crustacea I
1527,Porcupinefish II,Omnivorous crustacea VII
1528,Porcupinefish II,Diadema
1529,Porcupinefish II,Tripneustes
1530,Porcupinefish II,Eucidaris
1531,Porcupinefish II,Echinometra
1532,Blenny,Spongivorous nudibranchs
1533,Blenny,Omnivorous gastropod
1534,Blenny,Herbivorous gastropods I
1535,Blenny,Herbivorous gastropods II
1536,Blenny,Herbivorous gastropods III
1537,Blenny,Corallivorous gastropods IV
1538,Blenny,Epifaunal bivalve carnivores I
1539,Blenny,Sponge-anemone carnivores I
1540,Blenny,Endolithic polychaetes
1541,Blenny,Corallivorous polychaetes
1542,Blenny,Omnivorous crustacea VIII
1543,Blenny,Omnivorous crustacea XI
1544,Blenny,Coral macrocrustacean I
1545,Blenny,Coral macrocrustacean II
1546,Blenny,Coral macrocrustacean III
1547,Blenny,Coral macrocrustacean IV
1548,Blenny,Coral macrocrustacean V
1549,Blenny,Coral macrocrustacean VI
1550,Blenny,Herbivorous crustacea V
1551,Blenny,Herbivorous crustacea VI
1552,Blenny,Omnivorous crustacea V
1553,Blenny,Carnivorous crustacea III
1554,Blenny,Omnivorous crustacea VI
1555,Blenny,Amphiroa crustacea I
1556,Blenny,Omnivorous crustacea VII
1557,Blenny,Carnivorous ophiuroids
1558,Blenny,Diadema
1559,Blenny,Tripneustes
1560,Blenny,Eucidaris
1561,Blenny,Echinometra
1562,Remora,Slender Inshore Squid
1563,Remora,Caribbean Reef Squid
1564,Remora,Coral macrocrustacean I
1565,Remora,Coral macrocrustacean II
1566,Remora,Coral macrocrustacean III
1567,Remora,Coral macrocrustacean IV
1568,Remora,Coral macrocrustacean V
1569,Remora,Coral macrocrustacean VI
1570,Remora,Herbivorous crustacea V
1571,Remora,Herbivorous crustacea VI
1572,Remora,Omnivorous crustacea V
1573,Remora,Carnivorous crustacea III
1574,Remora,Omnivorous crustacea VI
1575,Remora,Amphiroa crustacea I
1576,Remora,Omnivorous crustacea VII
1577,Snapper,Caribbean Reef Octopus
1578,Jacknife fish,Endolithic polychaetes
1579,Jacknife fish,Corallivorous polychaetes
1580,Jacknife fish,Omnivorous crustacea VIII
1581,Jacknife fish,Omnivorous crustacea XI
1582,Jacknife fish,Coral macrocrustacean I
1583,Jacknife fish,Coral macrocrustacean II
1584,Jacknife fish,Coral macrocrustacean III
1585,Jacknife fish,Coral macrocrustacean IV
1586,Jacknife fish,Coral macrocrustacean V
1587,Jacknife fish,Coral macrocrustacean VI
1588,Jacknife fish,Herbivorous crustacea V
1589,Jacknife fish,Herbivorous crustacea VI
1590,Jacknife fish,Omnivorous crustacea V
1591,Jacknife fish,Carnivorous crustacea III
1592,Jacknife fish,Omnivorous crustacea VI
1593,Jacknife fish,Amphiroa crustacea I
1594,Jacknife fish,Omnivorous crustacea VII
1595,Zooplanktivorous fish I,Herbivorous micro-zooplankton
1596,Zooplanktivorous fish I,Omnivorous micro-zooplankton
1597,Zooplanktivorous fish I,Carnivorous micro-zooplankton
1598,Zooplanktivorous fish I,Carnivorous micro-zooplankton
1599,Zooplanktivorous fish I,Large omnivorous micro-zooplankton
1600,Zooplanktivorous fish I,Large omnivorous micro-zooplankton
1601,Zooplanktivorous fish I,Large carnivorous micro-zooplankton
1602,Wrasse,Herbivorous micro-zooplankton
1603,Wrasse,Omnivorous micro-zooplankton
1604,Wrasse,Carnivorous micro-zooplankton
1605,Wrasse,Carnivorous micro-zooplankton
1606,Wrasse,Macroplanktonic carnivores I
1607,Wrasse,Large omnivorous micro-zooplankton
1608,Wrasse,Large omnivorous micro-zooplankton
1609,Wrasse,Large carnivorous micro-zooplankton
1610,Wrasse,Spongivorous nudibranchs
1611,Wrasse,Omnivorous gastropod
1612,Wrasse,Herbivorous gastropods I
1613,Wrasse,Herbivorous gastropods II
1614,Wrasse,Herbivorous gastropods III
1615,Wrasse,Corallivorous gastropods IV
1616,Wrasse,Epifaunal bivalve carnivores I
1617,Wrasse,Sponge-anemone carnivores I
1618,Wrasse,Epifaunal attached hard substrate suspension feeder
1619,Wrasse,Epifaunal free hard substrate suspension feeder
1620,Wrasse,Caribbean Reef Octopus
1621,Wrasse,Corallivorous polychaetes
1622,Wrasse,Endolithic polychaetes
1623,Wrasse,Omnivorous crustacea VIII
1624,Wrasse,Omnivorous crustacea XI
1625,Wrasse,Coral macrocrustacean I
1626,Wrasse,Coral macrocrustacean II
1627,Wrasse,Coral macrocrustacean III
1628,Wrasse,Coral macrocrustacean IV
1629,Wrasse,Coral macrocrustacean V
1630,Wrasse,Coral macrocrustacean VI
1631,Wrasse,Herbivorous crustacea V
1632,Wrasse,Herbivorous crustacea VI
1633,Wrasse,Omnivorous crustacea V
1634,Wrasse,Carnivorous crustacea III
1635,Wrasse,Omnivorous crustacea VI
1636,Wrasse,Amphiroa crustacea I
1637,Wrasse,Omnivorous crustacea VII
1638,Porkfish,Herbivorous micro-zooplankton
1639,Porkfish,Omnivorous micro-zooplankton
1640,Porkfish,Carnivorous micro-zooplankton
1641,Porkfish,Carnivorous micro-zooplankton
1642,Porkfish,Macroplanktonic carnivores I
1643,Porkfish,Large omnivorous micro-zooplankton
1644,Porkfish,Large omnivorous micro-zooplankton
1645,Porkfish,Large carnivorous micro-zooplankton
1646,Porkfish,Spongivorous nudibranchs
1647,Porkfish,Omnivorous gastropod
1648,Porkfish,Herbivorous gastropods I
1649,Porkfish,Herbivorous gastropods II
1650,Porkfish,Herbivorous gastropods III
1651,Porkfish,Corallivorous gastropods IV
1652,Porkfish,Epifaunal bivalve carnivores I
1653,Porkfish,Sponge-anemone carnivores I
1654,Porkfish,Epifaunal attached hard substrate suspension feeder
1655,Porkfish,Epifaunal free hard substrate suspension feeder
1656,Porkfish,Endolithic polychaetes
1657,Porkfish,Corallivorous polychaetes
1658,Porkfish,Stomatopods II
1659,Porkfish,Omnivorous crustacea VIII
1660,Porkfish,Omnivorous crustacea XI
1661,Porkfish,Coral macrocrustacean I
1662,Porkfish,Coral macrocrustacean II
1663,Porkfish,Coral macrocrustacean III
1664,Porkfish,Coral macrocrustacean IV
1665,Porkfish,Coral macrocrustacean V
1666,Porkfish,Coral macrocrustacean VI
1667,Porkfish,Herbivorous crustacea V
1668,Porkfish,Herbivorous crustacea VI
1669,Porkfish,Omnivorous crustacea V
1670,Porkfish,Carnivorous crustacea III
1671,Porkfish,Omnivorous crustacea VI
1672,Porkfish,Amphiroa crustacea I
1673,Porkfish,Omnivorous crustacea VII
1674,Porkfish,Carnivorous ophiuroids
1675,Wrasse,Herbivorous micro-zooplankton
1676,Wrasse,Omnivorous micro-zooplankton
1677,Wrasse,Carnivorous micro-zooplankton
1678,Wrasse,Carnivorous micro-zooplankton
1679,Wrasse,Macroplanktonic carnivores I
1680,Wrasse,Large omnivorous micro-zooplankton
1681,Wrasse,Large omnivorous micro-zooplankton
1682,Wrasse,Large carnivorous micro-zooplankton
1683,Wrasse,Spongivorous nudibranchs
1684,Wrasse,Omnivorous gastropod
1685,Wrasse,Herbivorous gastropods I
1686,Wrasse,Herbivorous gastropods II
1687,Wrasse,Herbivorous gastropods III
1688,Wrasse,Corallivorous gastropods IV
1689,Wrasse,Epifaunal bivalve carnivores I
1690,Wrasse,Sponge-anemone carnivores I
1691,Wrasse,Endolithic polychaetes
1692,Wrasse,Corallivorous polychaetes
1693,Wrasse,Omnivorous crustacea VIII
1694,Wrasse,Omnivorous crustacea XI
1695,Wrasse,Coral macrocrustacean I
1696,Wrasse,Coral macrocrustacean II
1697,Wrasse,Coral macrocrustacean III
1698,Wrasse,Coral macrocrustacean IV
1699,Wrasse,Coral macrocrustacean V
1700,Wrasse,Coral macrocrustacean VI
1701,Wrasse,Herbivorous crustacea V
1702,Wrasse,Herbivorous crustacea VI
1703,Wrasse,Omnivorous crustacea V
1704,Wrasse,Carnivorous crustacea III
1705,Wrasse,Omnivorous crustacea VI
1706,Wrasse,Amphiroa crustacea I
1707,Wrasse,Omnivorous crustacea VII
1708,Wrasse,Carnivorous ophiuroids
1709,Wrasse,Diadema
1710,Wrasse,Tripneustes
1711,Wrasse,Eucidaris
1712,Wrasse,Echinometra
1713,Spotted drum,Herbivorous micro-zooplankton
1714,Spotted drum,Omnivorous micro-zooplankton
1715,Spotted drum,Carnivorous micro-zooplankton
1716,Spotted drum,Carnivorous micro-zooplankton
1717,Spotted drum,Macroplanktonic carnivores I
1718,Spotted drum,Large omnivorous micro-zooplankton
1719,Spotted drum,Large omnivorous micro-zooplankton
1720,Spotted drum,Large carnivorous micro-zooplankton
1721,Spotted drum,Spongivorous nudibranchs
1722,Spotted drum,Omnivorous gastropod
1723,Spotted drum,Herbivorous gastropods I
1724,Spotted drum,Herbivorous gastropods II
1725,Spotted drum,Herbivorous gastropods III
1726,Spotted drum,Corallivorous gastropods IV
1727,Spotted drum,Epifaunal bivalve carnivores I
1728,Spotted drum,Sponge-anemone carnivores I
1729,Spotted drum,Endolithic polychaetes
1730,Spotted drum,Corallivorous polychaetes
1731,Spotted drum,Omnivorous crustacea VIII
1732,Spotted drum,Omnivorous crustacea XI
1733,Spotted drum,Coral macrocrustacean I
1734,Spotted drum,Coral macrocrustacean II
1735,Spotted drum,Coral macrocrustacean III
1736,Spotted drum,Coral macrocrustacean IV
1737,Spotted drum,Coral macrocrustacean V
1738,Spotted drum,Coral macrocrustacean VI
1739,Spotted drum,Herbivorous crustacea V
1740,Spotted drum,Herbivorous crustacea VI
1741,Spotted drum,Omnivorous crustacea V
1742,Spotted drum,Carnivorous crustacea III
1743,Spotted drum,Omnivorous crustacea VI
1744,Spotted drum,Amphiroa crustacea I
1745,Spotted drum,Omnivorous crustacea VII
1746,Soldierfish,Herbivorous micro-zooplankton
1747,Soldierfish,Omnivorous micro-zooplankton
1748,Soldierfish,Carnivorous micro-zooplankton
1749,Soldierfish,Carnivorous micro-zooplankton
1750,Soldierfish,Macroplanktonic carnivores I
1751,Soldierfish,Large omnivorous micro-zooplankton
1752,Soldierfish,Large omnivorous micro-zooplankton
1753,Soldierfish,Large carnivorous micro-zooplankton
1754,Soldierfish,Spongivorous nudibranchs
1755,Soldierfish,Omnivorous gastropod
1756,Soldierfish,Herbivorous gastropods I
1757,Soldierfish,Herbivorous gastropods II
1758,Soldierfish,Herbivorous gastropods III
1759,Soldierfish,Corallivorous gastropods IV
1760,Soldierfish,Epifaunal bivalve carnivores I
1761,Soldierfish,Sponge-anemone carnivores I
1762,Soldierfish,Endolithic polychaetes
1763,Soldierfish,Corallivorous polychaetes
1764,Soldierfish,Omnivorous crustacea VIII
1765,Soldierfish,Omnivorous crustacea XI
1766,Soldierfish,Coral macrocrustacean I
1767,Soldierfish,Coral macrocrustacean II
1768,Soldierfish,Coral macrocrustacean III
1769,Soldierfish,Coral macrocrustacean IV
1770,Soldierfish,Coral macrocrustacean V
1771,Soldierfish,Coral macrocrustacean VI
