,Predator,Prey
1751, Soldierfish                         , Herbivorous gastropods III                  
1752, Soldierfish                         , Corallivorous gastropods IV                 
1753, Soldierfish                         , Epifaunal bivalve carnivores I                
1754, Soldierfish                         , Sponge-anemone carnivores I                 
1755, Soldierfish                         , Endolithic polychaetes                    
1756, Soldierfish                         , Corallivorous polychaetes                  
1757, Soldierfish                         , Omnivorous crustacea VIII                  
1758, Soldierfish                         , Omnivorous crustacea XI                   
1759, Soldierfish                         , Coral macrocrustacean I                   
1760, Soldierfish                         , Coral macrocrustacean II                   
1761, Soldierfish                         , Coral macrocrustacean III                  
1762, Soldierfish                         , Coral macrocrustacean IV                   
1763, Soldierfish                         , Coral macrocrustacean V                   
1764, Soldierfish                         , Coral macrocrustacean VI 
1765, Soldierfish                         , Herbivorous crustacea V                   
1766, Soldierfish                         , Herbivorous crustacea VI                   
1767, Soldierfish                         , Omnivorous crustacea V                    
1768, Soldierfish                         , Carnivorous crustacea III                  
1769, Soldierfish                         , Omnivorous crustacea VI                   
1770, Soldierfish                         , Amphiroa crustacea I                     
1771, Soldierfish                         , Omnivorous crustacea VII                   
1772, Soldierfish                         , Carnivorous ophiuroids                    
1773, Hawkfish                           , Herbivorous micro-zooplankton                
1774, Hawkfish                           , Omnivorous micro-zooplankton                 
1775, Hawkfish                           , Carnivorous micro-zooplankton                
1776, Hawkfish                           , Carnivorous micro-zooplankton                
1777, Hawkfish                           , Macroplanktonic carnivores I                 
1778, Hawkfish                           , Large omnivorous micro-zooplankton              
1779, Hawkfish                           , Large omnivorous micro-zooplankton              
1780, Hawkfish                           , Large carnivorous micro-zooplankton             
1781, Hawkfish                           , Endolithic polychaetes                    
1782, Hawkfish                           , Corallivorous polychaetes                  
1783, Hawkfish                           , Omnivorous crustacea VIII                  
1784, Hawkfish                           , Omnivorous crustacea XI                   
1785, Hawkfish                           , Coral macrocrustacean I                   
1786, Hawkfish                           , Coral macrocrustacean II                   
1787, Hawkfish                           , Coral macrocrustacean III                  
1788, Hawkfish                           , Coral macrocrustacean IV                   
1789, Hawkfish                           , Coral macrocrustacean V                   
1790, Hawkfish                           , Coral macrocrustacean VI 
1791, Hawkfish                           , Herbivorous crustacea V                   
1792, Hawkfish                           , Herbivorous crustacea VI                   
1793, Hawkfish                           , Omnivorous crustacea V                    
1794, Hawkfish                           , Carnivorous crustacea III                  
1795, Hawkfish                           , Omnivorous crustacea VI                   
1796, Hawkfish                           , Amphiroa crustacea I                     
1797, Hawkfish                           , Omnivorous crustacea VII                   
1798, Carnivorous fish I                      , Herbivorous micro-zooplankton                
1799, Carnivorous fish I                      , Omnivorous micro-zooplankton                 
1800, Carnivorous fish I                      , Carnivorous micro-zooplankton                
1801, Carnivorous fish I                      , Carnivorous micro-zooplankton                
1802, Carnivorous fish I                      , Macroplanktonic carnivores I                 
1803, Carnivorous fish I                      , Large omnivorous micro-zooplankton              
1804, Carnivorous fish I                      , Large omnivorous micro-zooplankton              
1805, Carnivorous fish I                      , Large carnivorous micro-zooplankton             
1806, Carnivorous fish I                      , Corallivorous polychaetes                  
1807, Butterflyfish                        , Herbivorous micro-zooplankton                
1808, Butterflyfish                        , Omnivorous micro-zooplankton                 
1809, Butterflyfish                        , Carnivorous micro-zooplankton                
1810, Butterflyfish                        , Carnivorous micro-zooplankton                
1811, Butterflyfish                        , Macroplanktonic carnivores I                 
1812, Butterflyfish                        , Large omnivorous micro-zooplankton              
1813, Butterflyfish                        , Large omnivorous micro-zooplankton              
1814, Butterflyfish                        , Large carnivorous micro-zooplankton             
1815, Butterflyfish                        , Endolithic polychaetes                    
1816, Butterflyfish                        , Hermatypic coralsù                   
1817, Butterflyfish                        , Omnivorous crustacea VIII                  
1818, Butterflyfish                        , Omnivorous crustacea XI                   
1819, Butterflyfish                        , Diadema                           
1820, Butterflyfish                        , Tripneustes                         
1821, Butterflyfish                        , Eucidaris                          
1822, Butterflyfish                        , Echinometra                         
1823, Flamefish                          , Herbivorous micro-zooplankton                
1824, Flamefish                          , Omnivorous micro-zooplankton                 
1825, Flamefish                          , Carnivorous micro-zooplankton                
1826, Flamefish                          , Carnivorous micro-zooplankton                
1827, Flamefish                          , Macroplanktonic carnivores I                 
1828, Flamefish                          , Large omnivorous micro-zooplankton              
1829, Flamefish                          , Large omnivorous micro-zooplankton              
1830, Flamefish                          , Large carnivorous micro-zooplankton             
1831, Flamefish                          , Corallivorous polychaetes                  
1832, Flamefish                          , Omnivorous crustacea VIII                  
1833, Flamefish                          , Omnivorous crustacea XI                   
1834, Flamefish                          , Coral macrocrustacean I                   
1835, Flamefish                          , Coral macrocrustacean II                   
1836, Flamefish                          , Coral macrocrustacean III                  
1837, Flamefish                          , Coral macrocrustacean IV                   
1838, Flamefish                          , Coral macrocrustacean V                   
1839, Flamefish                          , Coral macrocrustacean VI 
1840, Flamefish                          , Herbivorous crustacea V                   
1841, Flamefish                          , Herbivorous crustacea VI                   
1842, Flamefish                          , Omnivorous crustacea V                    
1843, Flamefish                          , Carnivorous crustacea III                  
1844, Flamefish                          , Omnivorous crustacea VI                   
1845, Flamefish                          , Amphiroa crustacea I                     
1846, Flamefish                          , Omnivorous crustacea VII                   
1847, Carnivorous fish II                     , Herbivorous micro-zooplankton                
1848, Carnivorous fish II                     , Omnivorous micro-zooplankton                 
1849, Carnivorous fish II                     , Carnivorous micro-zooplankton                
1850, Carnivorous fish II                     , Carnivorous micro-zooplankton                
1851, Carnivorous fish II                     , Large omnivorous micro-zooplankton              
1852, Carnivorous fish II                     , Large carnivorous micro-zooplankton             
1853, Carnivorous fish II                     , Omnivorous crustacea VIII                  
1854, Carnivorous fish II                     , Omnivorous crustacea XI                   
1855, Carnivorous fish II                     , Coral macrocrustacean I                   
1856, Carnivorous fish II                     , Coral macrocrustacean II                   
1857, Carnivorous fish II                     , Coral macrocrustacean III                  
1858, Carnivorous fish II                     , Coral macrocrustacean IV                   
1859, Carnivorous fish II                     , Coral macrocrustacean V                   
1860, Carnivorous fish II                     , Coral macrocrustacean VI 
1861, Carnivorous fish II                     , Herbivorous crustacea V                   
1862, Carnivorous fish II                     , Herbivorous crustacea VI                   
1863, Carnivorous fish II                     , Omnivorous crustacea V                    
1864, Carnivorous fish II                     , Carnivorous crustacea III                  
1865, Carnivorous fish II                     , Omnivorous crustacea VI                   
1866, Carnivorous fish II                     , Amphiroa crustacea I                     
1867, Carnivorous fish II                     , Omnivorous crustacea VII                   
1868, Carnivorous fish II                     , Molluscivorous crustacea II                 
1869, Carnivorous fish II                     , Amphiroa crustacea II                    
1870, Butterflyfish                        , Herbivorous micro-zooplankton                
1871, Butterflyfish                        , Omnivorous micro-zooplankton                 
1872, Butterflyfish                        , Carnivorous micro-zooplankton                
1873, Butterflyfish                        , Carnivorous micro-zooplankton                
1874, Butterflyfish                        , Macroplanktonic carnivores I                 
1875, Butterflyfish                        , Large omnivorous micro-zooplankton              
1876, Butterflyfish                        , Large omnivorous micro-zooplankton              
1877, Butterflyfish                        , Large carnivorous micro-zooplankton             
1878, Butterflyfish                        , Benthic carnivores I                     
1879, Butterflyfish                        , Hermatypic benthic carnivores I               
1880, Butterflyfish                        , Endolithic polychaetes                    
1881, Butterflyfish                        , Corallivorous polychaetes                  
1882, Butterflyfish                        , Omnivorous crustacea VIII                  
1883, Butterflyfish                        , Omnivorous crustacea XI                   
1884, Bass                             , Stomatopods II                        
1885, Bass                             , Omnivorous crustacea VIII                  
1886, Bass                             , Omnivorous crustacea XI                   
1887, Bass                             , Coral macrocrustacean I                   
1888, Bass                             , Coral macrocrustacean II                   
1889, Bass                             , Coral macrocrustacean III                  
1890, Bass                             , Coral macrocrustacean IV                   
1891, Bass                             , Coral macrocrustacean V                   
1892, Bass                             , Coral macrocrustacean VI 
1893, Bass                             , Herbivorous crustacea V                   
1894, Bass                             , Herbivorous crustacea VI                   
1895, Bass                             , Omnivorous crustacea V                    
1896, Bass                             , Carnivorous crustacea III                  
1897, Bass                             , Omnivorous crustacea VI                   
1898, Bass                             , Amphiroa crustacea I                     
1899, Bass                             , Omnivorous crustacea VII                   
1900, Bass                             , Molluscivorous crustacea II                 
1901, Bass                             , Amphiroa crustacea II                    
1902, Angelfish                          , Epibenthic sponges                      
1903, Angelfish                          , Benthic carnivores I                     
1904, Angelfish                          , Hermatypic benthic carnivores I               
1905, Yellowfin mojarra                      , Spongivorous nudibranchs                   
1906, Yellowfin mojarra                      , Omnivorous gastropod                     
1907, Yellowfin mojarra                      , Herbivorous gastropods I                   
1908, Yellowfin mojarra                      , Herbivorous gastropods II                  
1909, Yellowfin mojarra                      , Herbivorous gastropods III                  
1910, Yellowfin mojarra                      , Corallivorous gastropods IV                 
1911, Yellowfin mojarra                      , Epifaunal bivalve carnivores I                
1912, Yellowfin mojarra                      , Sponge-anemone carnivores I                 
1913, Yellowfin mojarra                      , Epifaunal attached hard substrate suspension feeder 
1914, Yellowfin mojarra                      , Epifaunal free hard substrate suspension feeder   
1915, Yellowfin mojarra                      , Endolithic polychaetes                    
1916, Yellowfin mojarra                      , Corallivorous polychaetes                  
1917, Yellowfin mojarra                      , Stomatopods II                        
1918, Yellowfin mojarra                      , Omnivorous crustacea VIII                  
1919, Yellowfin mojarra                      , Omnivorous crustacea XI                   
1920, Yellowfin mojarra                      , Coral macrocrustacean I                   
1921, Yellowfin mojarra                      , Coral macrocrustacean II                   
1922, Yellowfin mojarra                      , Coral macrocrustacean III                  
1923, Yellowfin mojarra                      , Coral macrocrustacean IV                   
1924, Yellowfin mojarra                      , Coral macrocrustacean V                   
1925, Yellowfin mojarra                      , Coral macrocrustacean VI 
1926, Yellowfin mojarra                      , Herbivorous crustacea V                   
1927, Yellowfin mojarra                      , Herbivorous crustacea VI                   
1928, Yellowfin mojarra                      , Omnivorous crustacea V                    
1929, Yellowfin mojarra                      , Carnivorous crustacea III                  
1930, Yellowfin mojarra                      , Omnivorous crustacea VI                   
1931, Yellowfin mojarra                      , Amphiroa crustacea I                     
1932, Yellowfin mojarra                      , Omnivorous crustacea VII                   
1933, Yellowfin mojarra                      , Molluscivorous crustacea II                 
1934, Yellowfin mojarra                      , Amphiroa crustacea II                    
1935, Yellowfin mojarra                      , Carnivorous ophiuroids                    
1936, Jawfish                           , Omnivorous crustacea VIII                  
1937, Jawfish                           , Omnivorous crustacea XI                   
1938, Carnivorous fish III                     , Spongivorous nudibranchs                   
1939, Carnivorous fish III                     , Omnivorous gastropod                     
1940, Carnivorous fish III                     , Herbivorous gastropods I                   
1941, Carnivorous fish III                     , Herbivorous gastropods II                  
1942, Carnivorous fish III                     , Herbivorous gastropods III                  
1943, Carnivorous fish III                     , Corallivorous gastropods IV                 
1944, Carnivorous fish III                     , Epifaunal bivalve carnivores I                
1945, Carnivorous fish III                     , Sponge-anemone carnivores I                 
1946, Carnivorous fish III                     , Epifaunal bivalve carnivores II               
1947, Carnivorous fish III                     , Detritivorous gastropods I                  
1948, Carnivorous fish III                     , Epiphyte grazer I                      
1949, Carnivorous fish III                     , Echinoid carnivores I                    
1950, Carnivorous fish III                     , Herbivorous gastropods IV                  
1951, Carnivorous fish III                     , Shallow infaunal deposit feeders I              
1952, Carnivorous fish III                     , Deep infaunal soft substrate suspension feeder    
1953, Carnivorous fish III                     , Shallow infaunal suspension feeders with chemosymbionts   
1954, Carnivorous fish III                     , Shallow infaunal soft substrate suspension feeder     
1955, Carnivorous fish III                     , Epifaunal attached hard substrate suspension feeder 
1956, Carnivorous fish III                     , Epifaunal attached soft substrate suspension feeder 
1957, Carnivorous fish III                     , Epifaunal free hard substrate suspension feeder   
1958, Carnivorous fish III                     , Infaunal hard substrate suspension feeder        
1959, Carnivorous fish III                     , Epifaunal free soft substrate suspension feeder   
1960, Carnivorous fish III                     , Endolithic polychaetes                    
1961, Carnivorous fish III                     , Corallivorous polychaetes                  
1962, Carnivorous fish III                     , Deposit feeders II                      
1963, Carnivorous fish III                     , Coral macrocrustacean I                   
1964, Carnivorous fish III                     , Coral macrocrustacean II                   
1965, Carnivorous fish III                     , Coral macrocrustacean III                  
1966, Carnivorous fish III                     , Coral macrocrustacean IV                   
1967, Carnivorous fish III                     , Coral macrocrustacean V                   
1968, Carnivorous fish III                     , Coral macrocrustacean VI 
1969, Carnivorous fish III                     , Herbivorous crustacea V                   
1970, Carnivorous fish III                     , Herbivorous crustacea VI                   
1971, Carnivorous fish III                     , Omnivorous crustacea V                    
1972, Carnivorous fish III                     , Carnivorous crustacea III                  
1973, Carnivorous fish III                     , Omnivorous crustacea VI                   
1974, Carnivorous fish III                     , Amphiroa crustacea I                     
1975, Carnivorous fish III                     , Omnivorous crustacea VII                   
1976, Carnivorous fish III                     , Herbivorous crustacea I                   
1977, Carnivorous fish III                     , Herbivorous crustacea II                   
1978, Carnivorous fish III                     , Herbivorous crustacea III                  
1979, Carnivorous fish III                     , Omnivorous crustacea II                   
1980, Carnivorous fish III                     , Omnivorous crustacea III                   
1981, Carnivorous fish III                     , Carnivorous ophiuroids                    
1982, Carnivorous fish III                     , Diadema                           
1983, Carnivorous fish III                     , Tripneustes                         
1984, Carnivorous fish III                     , Eucidaris                          
1985, Carnivorous fish III                     , Echinometra                         
1986, Carnivorous fish III                     , Lytechinus                          
1987, Carnivorous fish III                     , Deposit feeders I                      
1988, Carnivorous fish IV                     , Spongivorous nudibranchs                   
1989, Carnivorous fish IV                     , Omnivorous gastropod                     
1990, Carnivorous fish IV                     , Herbivorous gastropods I                   
1991, Carnivorous fish IV                     , Herbivorous gastropods II                  
1992, Carnivorous fish IV                     , Herbivorous gastropods III                  
1993, Carnivorous fish IV                     , Corallivorous gastropods IV                 
1994, Carnivorous fish IV                     , Epifaunal bivalve carnivores I                
1995, Carnivorous fish IV                     , Sponge-anemone carnivores I                 
1996, Carnivorous fish IV                     , Epifaunal bivalve carnivores II               
1997, Carnivorous fish IV                     , Detritivorous gastropods I                  
1998, Carnivorous fish IV                     , Epiphyte grazer I                      
1999, Carnivorous fish IV                     , Echinoid carnivores I                    
2000, Carnivorous fish IV                     , Herbivorous gastropods IV                  
2001, Carnivorous fish IV                     , Shallow infaunal deposit feeders I              
2002, Carnivorous fish IV                     , Deep infaunal soft substrate suspension feeder    
2003, Carnivorous fish IV                     , Shallow infaunal suspension feeders with chemosymbionts   
2004, Carnivorous fish IV                     , Shallow infaunal soft substrate suspension feeder     
2005, Carnivorous fish IV                     , Epifaunal attached hard substrate suspension feeder 
2006, Carnivorous fish IV                     , Epifaunal attached soft substrate suspension feeder 
2007, Carnivorous fish IV                     , Epifaunal free hard substrate suspension feeder   
2008, Carnivorous fish IV                     , Infaunal hard substrate suspension feeder        
2009, Carnivorous fish IV                     , Epifaunal free soft substrate suspension feeder   
2010, Carnivorous fish IV                     , Endolithic polychaetes                    
2011, Carnivorous fish IV                     , Corallivorous polychaetes                  
2012, Carnivorous fish IV                     , Deposit feeders II                      
2013, Carnivorous fish IV                     , Coral macrocrustacean I                   
2014, Carnivorous fish IV                     , Coral macrocrustacean II                   
2015, Carnivorous fish IV                     , Coral macrocrustacean III                  
2016, Carnivorous fish IV                     , Coral macrocrustacean IV                   
2017, Carnivorous fish IV                     , Coral macrocrustacean V                   
2018, Carnivorous fish IV                     , Coral macrocrustacean VI 
2019, Carnivorous fish IV                     , Herbivorous crustacea V                   
2020, Carnivorous fish IV                     , Herbivorous crustacea VI                   
2021, Carnivorous fish IV                     , Omnivorous crustacea V                    
2022, Carnivorous fish IV                     , Carnivorous crustacea III                  
2023, Carnivorous fish IV                     , Omnivorous crustacea VI                   
2024, Carnivorous fish IV                     , Amphiroa crustacea I                     
2025, Carnivorous fish IV                     , Omnivorous crustacea VII                   
2026, Carnivorous fish IV                     , Herbivorous crustacea I                   
2027, Carnivorous fish IV                     , Herbivorous crustacea II                   
2028, Carnivorous fish IV                     , Herbivorous crustacea III                  
2029, Carnivorous fish IV                     , Omnivorous crustacea II                   
2030, Carnivorous fish IV                     , Omnivorous crustacea III                   
2031, Carnivorous fish IV                     , Carnivorous ophiuroids                    
2032, Carnivorous fish V                      , Spongivorous nudibranchs                   
2033, Carnivorous fish V                      , Omnivorous gastropod                     
2034, Carnivorous fish V                      , Herbivorous gastropods I                   
2035, Carnivorous fish V                      , Herbivorous gastropods II                  
2036, Carnivorous fish V                      , Herbivorous gastropods III                  
2037, Carnivorous fish V                      , Corallivorous gastropods IV                 
2038, Carnivorous fish V                      , Epifaunal bivalve carnivores I                
2039, Carnivorous fish V                      , Sponge-anemone carnivores I                 
2040, Carnivorous fish V                      , Gorgonian carnivores I                    
2041, Carnivorous fish V                      , Herbivorous gastropod carnivores I              
2042, Carnivorous fish V                      , Epifaunal bivalve carnivores II               
2043, Carnivorous fish V                      , Detritivorous gastropods I                  
2044, Carnivorous fish V                      , Epiphyte grazer I                      
2045, Carnivorous fish V                      , Echinoid carnivores I                    
2046, Carnivorous fish V                      , Herbivorous gastropods IV                  
2047, Carnivorous fish V                      , Shallow infaunal deposit feeders I              
2048, Carnivorous fish V                      , Deep infaunal soft substrate suspension feeder    
2049, Carnivorous fish V                      , Shallow infaunal suspension feeders with chemosymbionts   
2050, Carnivorous fish V                      , Shallow infaunal soft substrate suspension feeder     
2051, Carnivorous fish V                      , Epifaunal attached hard substrate suspension feeder 
2052, Carnivorous fish V                      , Epifaunal attached soft substrate suspension feeder 
2053, Carnivorous fish V                      , Epifaunal free hard substrate suspension feeder   
2054, Carnivorous fish V                      , Infaunal hard substrate suspension feeder        
2055, Carnivorous fish V                      , Epifaunal free soft substrate suspension feeder   
2056, Carnivorous fish V                      , Molluscivores II                       
2057, Carnivorous fish V                      , Molluscivores III                      
2058, Carnivorous fish V                      , Coral macrocrustacean I                   
2059, Carnivorous fish V                      , Coral macrocrustacean II                   
2060, Carnivorous fish V                      , Coral macrocrustacean III                  
2061, Carnivorous fish V                      , Coral macrocrustacean IV                   
2062, Carnivorous fish V                      , Coral macrocrustacean V                   
2063, Carnivorous fish V                      , Coral macrocrustacean VI 
2064, Carnivorous fish V                      , Herbivorous crustacea V                   
2065, Carnivorous fish V                      , Herbivorous crustacea VI                   
2066, Carnivorous fish V                      , Omnivorous crustacea V                    
2067, Carnivorous fish V                      , Carnivorous crustacea III                  
2068, Carnivorous fish V                      , Omnivorous crustacea VI                   
2069, Carnivorous fish V                      , Amphiroa crustacea I                     
2070, Carnivorous fish V                      , Omnivorous crustacea VII                   
2071, Carnivorous fish V                      , Amphiroa crustacea II                    
2072, Carnivorous fish V                      , Herbivorous crustacea I                   
2073, Carnivorous fish V                      , Herbivorous crustacea II                   
2074, Carnivorous fish V                      , Herbivorous crustacea III                  
2075, Carnivorous fish V                      , Omnivorous crustacea II                   
2076, Carnivorous fish V                      , Omnivorous crustacea III                   
2077, Carnivorous fish V                      , Omnivorous crustacea I (=81)                 
2078, Carnivorous fish V                      , Carnivorous crustacea I                   
2079, Carnivorous fish V                      , Carnivorous crustacea II                   
2080, Carnivorous fish V                      , Molluscivorous crustacea II                 
2081, Carnivorous fish V                      , Tripneustes                         
2082, Carnivorous fish V                      , Eucidaris                          
2083, Carnivorous fish V                      , Echinometra                         
2084, Carnivorous fish V                      , Lytechinus                          
2085, Zooplanktivorous fish II                   , Herbivorous micro-zooplankton                
2086, Zooplanktivorous fish II                   , Omnivorous micro-zooplankton                 
2087, Zooplanktivorous fish II                   , Carnivorous micro-zooplankton                
2088, Zooplanktivorous fish II                   , Carnivorous micro-zooplankton                
2089, Zooplanktivorous fish II                   , Large omnivorous micro-zooplankton              
2090, Zooplanktivorous fish II                   , Large omnivorous micro-zooplankton              
2091, Zooplanktivorous fish II                   , Large carnivorous micro-zooplankton             
2092, Goatfish                           , Herbivorous micro-zooplankton                
2093, Goatfish                           , Omnivorous micro-zooplankton                 
2094, Goatfish                           , Carnivorous micro-zooplankton                
2095, Goatfish                           , Carnivorous micro-zooplankton                
2096, Goatfish                           , Macroplanktonic carnivores I                 
2097, Goatfish                           , Large omnivorous micro-zooplankton              
2098, Goatfish                           , Large omnivorous micro-zooplankton              
2099, Goatfish                           , Large carnivorous micro-zooplankton             
2100, Goatfish                           , Epifaunal attached hard substrate suspension feeder 
2101, Goatfish                           , Epifaunal free hard substrate suspension feeder   
2102, Goatfish                           , Shallow infaunal deposit feeders I              
2103, Goatfish                           , Deep infaunal soft substrate suspension feeder    
2104, Goatfish                           , Shallow infaunal suspension feeders with chemosymbionts   
2105, Goatfish                           , Shallow infaunal soft substrate suspension feeder     
2106, Goatfish                           , Epifaunal attached hard substrate suspension feeder 
2107, Goatfish                           , Epifaunal attached soft substrate suspension feeder 
2108, Goatfish                           , Epifaunal free hard substrate suspension feeder   
2109, Goatfish                           , Infaunal hard substrate suspension feeder        
2110, Goatfish                           , Epifaunal free soft substrate suspension feeder   
2111, Goatfish                           , Corallivorous polychaetes                  
2112, Goatfish                           , Deposit feeders II                      
2113, Goatfish                           , Omnivorous crustacea VIII                  
2114, Goatfish                           , Omnivorous crustacea XI                   
2115, Goatfish                           , Cleaner crustacea I                     
2116, Goatfish                           , Omnivorous crustacea IX                   
2117, Goatfish                           , Omnivorous crustacea XI                   
2118, Goatfish                           , Molluscivorous crustacea II                 
2119, Goatfish                           , Coral macrocrustacean I                   
2120, Goatfish                           , Coral macrocrustacean II                   
2121, Goatfish                           , Coral macrocrustacean III                  
2122, Goatfish                           , Coral macrocrustacean IV                   
2123, Goatfish                           , Coral macrocrustacean V                   
2124, Goatfish                           , Coral macrocrustacean VI 
2125, Goatfish                           , Herbivorous crustacea V                   
2126, Goatfish                           , Herbivorous crustacea VI                   
2127, Goatfish                           , Omnivorous crustacea V                    
2128, Goatfish                           , Carnivorous crustacea III                  
2129, Goatfish                           , Omnivorous crustacea VI                   
2130, Goatfish                           , Amphiroa crustacea I                     
2131, Goatfish                           , Omnivorous crustacea VII                   
2132, Goatfish                           , Amphiroa crustacea II                    
2133, Goatfish                           , Herbivorous crustacea I                   
2134, Goatfish                           , Herbivorous crustacea II                   
2135, Goatfish                           , Herbivorous crustacea III                  
2136, Goatfish                           , Omnivorous crustacea II                   
2137, Goatfish                           , Omnivorous crustacea III                   
2138, Goatfish                           , Omnivorous crustacea I (=81)                 
2139, Goatfish                           , Carnivorous crustacea I                   
2140, Goatfish                           , Carnivorous crustacea II                   
2141, Goatfish                           , Molluscivorous crustacea II                 
2142, Goatfish                           , Carnivorous ophiuroids                    
2143, Grunt                            , Herbivorous micro-zooplankton                
2144, Grunt                            , Omnivorous micro-zooplankton                 
2145, Grunt                            , Carnivorous micro-zooplankton                
2146, Grunt                            , Carnivorous micro-zooplankton                
2147, Grunt                            , Macroplanktonic carnivores I                 
2148, Grunt                            , Large omnivorous micro-zooplankton              
2149, Grunt                            , Large omnivorous micro-zooplankton              
2150, Grunt                            , Large carnivorous micro-zooplankton             
2151, Grunt                            , Spongivorous nudibranchs                   
2152, Grunt                            , Omnivorous gastropod                     
2153, Grunt                            , Herbivorous gastropods I                   
2154, Grunt                            , Herbivorous gastropods II                  
2155, Grunt                            , Herbivorous gastropods III                  
2156, Grunt                            , Corallivorous gastropods IV                 
2157, Grunt                            , Epifaunal bivalve carnivores I                
2158, Grunt                            , Sponge-anemone carnivores I                 
2159, Grunt                            , Epifaunal attached hard substrate suspension feeder 
2160, Grunt                            , Epifaunal free hard substrate suspension feeder   
2161, Grunt                            , Epifaunal bivalve carnivores II               
2162, Grunt                            , Detritivorous gastropods I                  
2163, Grunt                            , Epiphyte grazer I                      
2164, Grunt                            , Echinoid carnivores I                    
2165, Grunt                            , Herbivorous gastropods IV                  
2166, Grunt                            , Shallow infaunal deposit feeders I              
2167, Grunt                            , Deep infaunal soft substrate suspension feeder    
2168, Grunt                            , Shallow infaunal suspension feeders with chemosymbionts   
2169, Grunt                            , Shallow infaunal soft substrate suspension feeder     
2170, Grunt                            , Epifaunal attached hard substrate suspension feeder 
2171, Grunt                            , Epifaunal attached soft substrate suspension feeder 
2172, Grunt                            , Epifaunal free hard substrate suspension feeder   
2173, Grunt                            , Infaunal hard substrate suspension feeder        
2174, Grunt                            , Epifaunal free soft substrate suspension feeder   
2175, Grunt                            , Caribbean Reef Octopus                    
2176, Grunt                            , Common Octopus                        
2177, Grunt                            , Endolithic polychaetes                    
2178, Grunt                            , Corallivorous polychaetes                  
2179, Grunt                            , Deposit feeders II                      
2180, Grunt                            , Stomatopods I                        
2181, Grunt                            , Stomatopods II                        
2182, Grunt                            , Omnivorous crustacea VIII                  
2183, Grunt                            , Omnivorous crustacea XI                   
2184, Grunt                            , Cleaner crustacea I                     
2185, Grunt                            , Omnivorous crustacea IX                   
2186, Grunt                            , Omnivorous crustacea XI                   
2187, Grunt                            , Coral macrocrustacean I                   
2188, Grunt                            , Coral macrocrustacean II                   
2189, Grunt                            , Coral macrocrustacean III                  
2190, Grunt                            , Coral macrocrustacean IV                   
2191, Grunt                            , Coral macrocrustacean V                   
2192, Grunt                            , Coral macrocrustacean VI 
2193, Grunt                            , Herbivorous crustacea V                   
2194, Grunt                            , Herbivorous crustacea VI                   
2195, Grunt                            , Omnivorous crustacea V                    
2196, Grunt                            , Carnivorous crustacea III                  
2197, Grunt                            , Omnivorous crustacea VI                   
2198, Grunt                            , Amphiroa crustacea I                     
2199, Grunt                            , Omnivorous crustacea VII                   
2200, Grunt                            , Herbivorous crustacea I                   
2201, Grunt                            , Herbivorous crustacea II                   
2202, Grunt                            , Herbivorous crustacea III                  
2203, Grunt                            , Omnivorous crustacea II                   
2204, Grunt                            , Omnivorous crustacea III                   
2205, Grunt                            , Carnivorous ophiuroids                    
2206, Grunt                            , Diadema                           
2207, Grunt                            , Tripneustes                         
2208, Grunt                            , Eucidaris                          
2209, Grunt                            , Echinometra                         
2210, Grunt                            , Lytechinus                          
2211, Grunt                            , Deposit feeders I                      
2212, Grunt                            , Macroplanktonic herbivores I                 
2213, Grunt                            , Coral macrocrustacean I                   
2214, Grunt                            , Coral macrocrustacean II                   
2215, Grunt                            , Coral macrocrustacean III                  
2216, Grunt                            , Coral macrocrustacean IV                   
2217, Grunt                            , Coral macrocrustacean V                   
2218, Grunt                            , Coral macrocrustacean VI 
2219, Grunt                            , Herbivorous crustacea V                   
2220, Grunt                            , Herbivorous crustacea VI                   
2221, Grunt                            , Omnivorous crustacea V                    
2222, Grunt                            , Carnivorous crustacea III                  
2223, Grunt                            , Omnivorous crustacea VI                   
2224, Grunt                            , Amphiroa crustacea I                     
2225, Grunt                            , Omnivorous crustacea VII                   
2226, Grunt                            , Herbivorous crustacea I                   
2227, Grunt                            , Herbivorous crustacea II                   
2228, Grunt                            , Herbivorous crustacea III                  
2229, Grunt                            , Omnivorous crustacea II                   
2230, Grunt                            , Omnivorous crustacea III                   
2231, Grunt                            , Diadema                           
2232, Grunt                            , Tripneustes                         
2233, Grunt                            , Eucidaris                          
2234, Grunt                            , Echinometra                         
2235, Grunt                            , Lytechinus                          
2236, Grunt                            , Deposit feeders I                      
2237, Grunt                            , Macroplanktonic herbivores I                 
2238, Grunt                            , Benthic carnivores I                     
2239, Grunt                            , Hermatypic benthic carnivores I               
2240, Grunt                            , Spongivorous nudibranchs                   
2241, Grunt                            , Omnivorous gastropod                     
2242, Grunt                            , Herbivorous gastropods I                   
2243, Grunt                            , Herbivorous gastropods II                  
2244, Grunt                            , Herbivorous gastropods III                  
2245, Grunt                            , Corallivorous gastropods IV                 
2246, Grunt                            , Epifaunal bivalve carnivores I                
2247, Grunt                            , Sponge-anemone carnivores I                 
2248, Grunt                            , Epifaunal attached hard substrate suspension feeder 
2249, Grunt                            , Epifaunal free hard substrate suspension feeder   
2250, Grunt                            , Shallow infaunal deposit feeders I              
2251, Grunt                            , Deep infaunal soft substrate suspension feeder    
2252, Grunt                            , Shallow infaunal suspension feeders with chemosymbionts   
